縣市別,鄉鎮別,醫事機構代碼,醫事機構名稱,機構地址,電話區域號碼,電話號碼
新北市,新莊區,5931067903,西華藥局,新北市新莊區後港１路１０２號１樓,02,82012697
新北市,新莊區,5931067985,蘋果藥局,新北市新莊區八德街１０５號,02,22053933
新北市,新莊區,5931068008,北醫藥局,新北市新莊區思源路１１９號１樓,02,29983670
新北市,新莊區,5931068080,快樂藥局,新北市新莊區興漢里中正路２４３－１號１至２樓,02,29902200
新北市,新莊區,5931068151,世鴻藥局,新北市新莊區八德里民安路１３７巷２弄２號１樓,02,22050289
新北市,新莊區,5931068160,三大藥局,新北市新莊區建安里民安路１９７號,02,22030503
新北市,新莊區,5931068268,新莊大東藥局,新北市新莊區幸福路８０６號１樓,02,22766026
新北市,新莊區,5931068302,宏發藥局,新北市新莊區民安西路２６３號１樓,02,22048303
新北市,新莊區,5931068375,惠欣藥局,新北市新莊區全泰里建中街７２－１號１樓,02,29978962
新北市,新莊區,5931068455,合康藥師藥局,新北市新莊區中平里中平路３０６號,02,29924496
新北市,新莊區,5931068464,健安藥局,新北市新莊區光和里民安西路２０９號１樓,02,22043765
新北市,新莊區,5931068508,凱盛藥局,新北市新莊區光榮里西盛街１９９號,02,22024914
新北市,新莊區,5931068535,永安藥局,新北市新莊區中港里中港路３２１號２樓,02,22765900
新北市,新莊區,5931068580,春元藥局,新北市新莊區南港里龍安路２７８巷２號１樓,02,22085202
新北市,新莊區,5931068599,建昌藥局,新北市新莊區福營里中正路５５７號,02,29015422
新北市,新莊區,5931068624,瑞豐大藥局,新北市新莊區建福里後港一路１０５號,02,22049932
新北市,新莊區,5931068633,福華藥局,新北市新莊區自立里復興路２段１０９號,02,89917390
新北市,新莊區,5931068660,翔昱健保藥局,新北市新莊區恆安里中港路１２０號,02,29983056
新北市,新莊區,5931068722,庭安藥局,新北市新莊區民有里西盛街１７２號１樓,02,22080528
新北市,新莊區,5931068759,森活藥局,新北市新莊區民安路２２０－１號,02,22027927
新北市,新莊區,5931068819,東京大藥局,新北市新莊區民安路１７６號１樓,02,22063806
新北市,新莊區,5931068866,大愛藥師藥局,新北市新莊區後港一路６９號１樓,02,22042119
新北市,新莊區,5931068875,旭生藥局,新北市新莊區裕民街４２號１樓,02,29021289
新北市,新莊區,5931068884,樂寶兒藥局,新北市新莊區中正路８２－２號１樓,02,0229900185
新北市,新莊區,5931068964,賞安藥局,新北市新莊區中平路３７３號１樓,02,89917554
新北市,新莊區,5931068973,富安藥局,新北市新莊區復興路１段２５號－１，２樓,02,22767620
新北市,新莊區,5931068991,新莊健業藥局,新北市新莊區昌平街３７號１樓至２樓,02,22798808
新北市,新莊區,5931069023,陽光藥局,新北市新莊區福壽街７２號,02,22774399
新北市,新莊區,5931069201,招安藥師藥局,新北市新莊區西盛街３３８號１樓,02,22085138
新北市,新莊區,5931069256,喜來樂中西藥局,新北市新莊區昌平街２０號１樓,02,29912068
新北市,新莊區,5931069265,錦安藥局,新北市新莊區民安路２０１號１樓,02,22011242
新北市,新莊區,5931069274,微笑埔銓藥局,新北市新莊區中平路７７號,02,29901680
新北市,新莊區,5931069363,明亮藥局,新北市新莊區幸福路５１１號１樓,02,29962671
新北市,新莊區,5931069372,羽豐藥局,新北市新莊區新莊路３８２號１樓,02,22029812
新北市,新莊區,5931069498,新杏藥局,新北市新莊區新泰路９９號１樓,02,22011012
新北市,新莊區,5931069505,陽光連鎖藥局,新北市新莊區中信街４０號１樓,02,22774300
新北市,新莊區,5931069532,聯盟藥局,新北市新莊區中港路２６７巷１號１樓,02,29941168
新北市,新莊區,5931069541,立威藥局,新北市新莊區民安西路６號１樓,02,22068690
新北市,新莊區,5931069569,心安藥局,新北市新莊區新泰路１９３號２樓,02,22779773
新北市,新莊區,5931069603,中信藥師藥局,新北市新莊區中信街８０號１樓,02,29969811
新北市,新莊區,5931069701,日光藥局,新北市新莊區中港路４０４號１樓,02,89937296
新北市,新莊區,5931069747,禾佳藥局,新北市新莊區民安西路１５４號１樓,02,22080189
新北市,新莊區,5931069765,健業藥妝藥局,新北市新莊區中和街１３０號１樓,02,22796279
新北市,新莊區,5931069774,真安綜合大藥局,新北市新莊區四維路２０５號１樓,02,22026188
新北市,新莊區,5931069792,宏泰藥局,新北市新莊區自信街３７號１樓,02,29964649
新北市,新莊區,5931069836,家安藥局,新北市新莊區昌明街３８－１號,02,29911764
新北市,新莊區,5931069854,康民藥局,新北市新莊區富國路１１０號１樓,02,22054439
新北市,新莊區,5931069863,大方藥局,新北市新莊區中平路８９號１樓,02,29938891
新北市,新莊區,5931069916,朝陽藥局,新北市新莊區新泰路１４８號２樓,02,29983020
新北市,新莊區,593106A011,八德藥局,新北市新莊區八德街３號２樓,02,22071315
新北市,新莊區,593106A020,紅豆藥局,新北市新莊區龍安路７８號１樓,02,29047700
新北市,新莊區,593106A039,大仁藥局,新北市新莊區公園一路３２號１樓,02,22776023
新北市,新莊區,593106A093,環球藥局,新北市新莊區中港路４３６號１、２樓,02,29901934
新北市,新莊區,593106A137,力源藥局,新北市新莊區復興路２段１３３號１樓,02,89929919
新北市,新莊區,593106A155,日榮藥局,新北市新莊區龍安路４６１號１樓,02,22051523
新北市,新莊區,593106A164,家福健保藥局,新北市新莊區福壽街６７號２樓,02,29942730
新北市,新莊區,593106A173,華泰藥局,新北市新莊區昌明街８０號１樓,02,89928500
新北市,新莊區,593106A182,和昌藥局,新北市新莊區中安街１５號１樓,02,29900669
新北市,新莊區,593106A226,詠康聯合藥局,新北市新莊區中榮街６６巷１號１樓,02,29964436
新北市,新莊區,593106A244,巧心藥局,新北市新莊區建中街９２號１樓,02,22778584
新北市,新莊區,593106A299,悅生藥局,新北市新莊區龍安路３４３－１號１樓,02,22081219
新北市,新莊區,593106A324,向日葵健保藥局,新北市新莊區建福路５０號１樓,02,22060377
新北市,新莊區,593106A342,真美滿藥局,新北市新莊區幸福路７２９號２樓,02,29919473
新北市,新莊區,593106A351,平安藥局,新北市新莊區民安西路６０號２樓,02,22082368
新北市,新莊區,593106A379,輔大美康藥局,新北市新莊區中正路５１０號之１，１樓,02,29013056
新北市,新莊區,593106A388,元大藥局,新北市新莊區富國路２０４號１、２樓,02,22020082
新北市,新莊區,593106A404,新新藥局,新北市新莊區新泰路６２號２樓,02,29945994
新北市,新莊區,593106A422,英謙藥局,新北市新莊區新泰路２６１號１樓,02,22774822
新北市,新莊區,593106A477,喜悅藥局,新北市新莊區後港一路５５號１樓,02,22047442
新北市,新莊區,593106A511,明仁健保藥局,新北市新莊區民安西路１９５號１樓,02,22085175
新北市,新莊區,593106A520,臻善美藥局,新北市新莊區幸福路７８６號１樓,02,89914303
新北市,新莊區,593106A566,一心春天藥局,新北市新莊區中和街１３號１樓、地下室,02,89929482
新北市,新莊區,593106A584,記安大藥局,新北市新莊區天祥街４６號１樓,02,22095331
新北市,新莊區,593106A600,全鎵藥局,新北市新莊區建中街２２號１樓,02,22761550
新北市,新莊區,593106A628,中原藥局,新北市新莊區中原路９３號１樓,02,89920668
新北市,新莊區,593106A637,薇妮藥妝藥局,新北市新莊區民安路９９號１樓,02,82010817
新北市,新莊區,593106A646,薇妮雙鳳藥局,新北市新莊區雙鳳路２１號１樓,02,29076993
新北市,新莊區,593106A655,家嘉藥局,新北市新莊區自立街１０３號１樓,02,89926488
新北市,新莊區,593106A691,大樹新莊藥局,新北市新莊區新泰路５９號１、２樓,02,22010566
新北市,新莊區,593106A708,宏福藥局,新北市新莊區自信街５５號１樓,02,29985225
新北市,新莊區,593106A717,大樹幸福藥局,新北市新莊區幸福路６７２號１樓,03,4333123
新北市,新莊區,593106A726,良和健保藥局,新北市新莊區龍安路４９號１樓,02,29048157
新北市,新莊區,593106A735,樂家藥局,新北市新莊區中平路２７３號１樓,02,29960723
新北市,新莊區,593106A744,永明藥局,新北市新莊區幸福路５９８號１樓,02,89920019
新北市,新莊區,593106A753,宜安中西藥局,新北市新莊區龍安路２４號１樓,02,29083318
新北市,新莊區,593106A762,新康健保藥局,新北市新莊區自立街１７２號１樓,02,29962558
新北市,新莊區,593106A771,新佑康健保藥局,新北市新莊區中華路１段３５號１樓,02,29947490
新北市,新莊區,593106A806,北安藥妝健康廣場佳康藥局,新北市新莊區雙鳳路２７號１樓，２樓,02,29069899
新北市,新莊區,593106A824,家禾藥局,新北市新莊區立信五街６號１樓,02,29972121
新北市,新莊區,593106A833,欣國藥局,新北市新莊區富國路５７號１樓、２樓,02,29080958
新北市,新莊區,593106A842,鼎極藥局,新北市新莊區民安西路３７６號之１、之３（１樓）,02,22073228
新北市,新莊區,593106A851,躍獅新豐藥局,新北市新莊區豐年街１６號１樓,02,22058055
新北市,新莊區,593106A860,新莊至誠藥局,新北市新莊區中平路２９號２樓,02,29980345
新北市,新莊區,593106A888,晉成藥局,新北市新莊區中正路７００－２３號１樓,02,29017469
新北市,新莊區,593106A897,陽光豐年藥局,新北市新莊區豐年街１４號１樓,02,22060665
新北市,新莊區,593106A904,杏佳藥師藥局,新北市新莊區建安街１２７號１樓,02,22037077
新北市,新莊區,593106A922,德翰藥局,新北市新莊區四維路１７１巷１、３號１樓,02,22025576
新北市,新莊區,593106A931,建安藥局,新北市新莊區建安街１１７號、１１９號１樓,02,22051969
新北市,新莊區,593106A940,樂福藥局,新北市新莊區幸福路４８號１樓,02,29923388
新北市,樹林區,5931070017,前回春藥局,新北市樹林區中山路１段５６號,02,26812167
新北市,樹林區,5931070044,正宜藥局,新北市樹林區佳園路１段３９號,02,26805678
新北市,樹林區,5931070053,仁一藥局,新北市樹林區中正路６２２號,02,26893915
新北市,樹林區,5931070062,鴻真藥局,新北市樹林區保安街１段２０巷６號,02,26828977
新北市,樹林區,5931070080,耀鴻藥局,新北市樹林區中山路３段７６號,02,26808989
新北市,樹林區,5931070099,日弘藥師藥局,新北市樹林區復興路２９號,02,26871919
新北市,樹林區,5931070142,江藥局,新北市樹林區日新街１０２號１樓,02,26828001
新北市,樹林區,5931070213,明川藥師藥局,新北市樹林區三福街１號,02,26894728
新北市,樹林區,5931070286,協安大藥局,新北市樹林區鎮前街１２６號,02,26810386
新北市,樹林區,5931070348,久青藥局,新北市樹林區東華街３３號,02,86844326
新北市,樹林區,5931070366,聖和藥局,新北市樹林區太元街５０號,02,86866609
新北市,樹林區,5931070393,羅群藥局,新北市樹林區東華街８８號,02,86851833
新北市,樹林區,5931070419,暉民西藥局,新北巿樹林區千歲街３６號,02,26835868
新北市,樹林區,5931071425,又怡藥師藥局,新北市樹林區中山路１段７６巷２號１樓,02,26816886
新北市,樹林區,5931071523,蔚海藥局,新北市樹林區鎮前街１７號１樓,02,86754203
新北市,樹林區,5931071532,育生藥局,新北市樹林區保安街一段１９２號１樓,02,26814385
新北市,樹林區,5931071550,久豐大藥局,新北市樹林區復興路２８６號１樓,02,26759156
新北市,樹林區,5931071649,博生藥師藥局,新北市樹林區文化街３４號,02,26825798
新北市,樹林區,5931071658,大慶藥局,新北市樹林區鎮前街４２－１號,02,26759212
新北市,樹林區,5931071774,澤安藥師藥局,新北市樹林區保安二街２６號１樓,02,26872764
新北市,樹林區,5931071818,合康藥局,新北市樹林區中山路１段１５１之１號,02,26816559
新北市,樹林區,5931071836,弘昌藥師藥局,新北市樹林區保安街１段６５號１樓,02,26871276
新北市,樹林區,5931071881,盛立藥局,新北市樹林區大雅路２８５號１樓,02,35018218
新北市,樹林區,5931071916,立欣藥局,新北市樹林區三福街１６６號,02,26764728
新北市,樹林區,5931071934,樹新藥局,新北市樹林區樹新路３０－３號１樓,02,26821080
新北市,樹林區,5931071961,綠蘋果藥局,新北市樹林區學勤路５９７號１樓,02,89706050
新北市,樹林區,5931071970,保康藥局,新北市樹林區保安街１段３６４號,02,86875503
新北市,樹林區,5931072020,泰平藥師藥局,新北市樹林區彭福里太平路１４３號,02,86860038
新北市,樹林區,5931072039,樹林藥師藥局,新北市樹林區鎮前街２４號１樓,02,26823030
新北市,樹林區,5931072066,琉璃水藥師藥局,新北市樹林區龍興街２１號１樓,02,26764262
新北市,樹林區,5931072137,保安健保藥局,新北市樹林區保安街２段２１１號１樓,02,26898179
新北市,樹林區,5931072191,生光堂藥局,新北市樹林區龍興街３６號１樓,02,26896504
新北市,樹林區,5931072217,樹林健業藥局,新北市樹林區東華街８９號１樓,02,86851736
新北市,樹林區,5931072244,彰安藥局,新北市樹林區千歲街８２號,02,26827341
新北市,樹林區,5931072253,活水藥局,新北市樹林區鎮前街２１號１樓,02,26818928
新北市,樹林區,5931072262,祐心藥局,新北市樹林區學府路３６２號１樓,02,26803205
新北市,樹林區,5931072280,啄木鳥藥局,新北市樹林區中華路３９１號１－２樓,02,86851495
新北市,樹林區,5931072299,小蜜蜂中西健保藥局,新北市樹林區東榮街１１８號１樓,02,86853677
新北市,樹林區,5931072351,瑪諾藥局,新北市樹林區復興路２０號,02,26830304
新北市,樹林區,5931072388,愛立康藥局,新北市樹林區大雅路２８６號１樓,02,89706878
新北市,樹林區,5931072404,伯安綜合藥局,新北市樹林區中華路１０８號１樓,02,86856551
新北市,樹林區,5931072413,誠新大藥局,新北市樹林區中山路１段２４號１樓,02,26870204
新北市,樹林區,5931072422,三樹食在好健康藥局,新北市樹林區學成路６００號１樓,02,26807101
新北市,樹林區,5931072431,樹林大樹藥局,新北市樹林區育英街５４號１－２樓,02,26815488
新北市,樹林區,5931072459,健康人生藥局,新北市樹林區博愛一街２６號１樓,02,26814394
新北市,樹林區,5931072477,信和藥局,新北市樹林區博愛街１７８號２樓,02,26821991
新北市,樹林區,5931072486,星禾藥師藥局,新北市樹林區學府路２９２號１樓,02,77515255
新北市,鶯歌區,5931080022,藥濟藥局,新北市鶯歌區國慶街１５０號,02,26781357
新北市,鶯歌區,5931080031,林政德西藥局,新北市鶯歌區建國路２５６號１樓,02,26781412
新北市,鶯歌區,5931080148,快安藥師藥局,新北市鶯歌區中正一路９４、９６號,02,26792356
新北市,鶯歌區,5931081190,安新藥局,新北市鶯歌區建國路１８０號,02,26776616
新北市,鶯歌區,5931081216,嘉泰藥師藥局,新北市鶯歌區鶯桃路２段３１號１樓,02,26709668
新北市,鶯歌區,5931081234,文瑞藥局,新北市鶯歌區尖山路２９６號,02,26780589
新北市,鶯歌區,5931081289,唯新示範藥局,新北市鶯歌區建國路１６１號１樓,02,86775363
新北市,鶯歌區,5931081305,佑家藥局,新北市鶯歌區中正三路１５１號１樓,02,26798282
新北市,鶯歌區,5931081332,祐兒藥局,新北市鶯歌區南鶯里建國路１７１號１樓,02,86781907
新北市,鶯歌區,5931081378,鶯歌宏達藥局,新北市鶯歌區國慶街１３８號１樓,02,26709693
新北市,鶯歌區,5931081396,祐康藥局,新北市鶯歌區建國路３６號,02,26771223
新北市,鶯歌區,5931081403,純安大藥局,新北市鶯歌區國慶街１７９號１樓,02,26791791
新北市,鶯歌區,5931081412,小樹藥師藥局,新北市鶯歌區光明街１２６號１樓　　　　　　　　　　　,02,26785107
新北市,鶯歌區,5931081421,萊爾康健保藥局,新北市鶯歌區永明街１７號１樓,02,26775092
新北市,鶯歌區,5931081430,華昇藥局,新北市鶯歌區鶯桃路５６７號,02,86777961
新北市,鶯歌區,5931081458,食在好健康藥局,新北市鶯歌區國慶街１６５號１樓,02,26702559
新北市,鶯歌區,5931081485,信義健保藥局,新北市鶯歌區信義街６３號１樓,02,86775563
新北市,鶯歌區,5931081494,康群藥局,新北市鶯歌區建國路２０２號１樓,02,26796690
新北市,鶯歌區,5931081510,鶯歌藥局,新北市鶯歌區鶯桃路２段１１號１樓,02,86778778
新北市,鶯歌區,5931081529,正雅藥局,新北市鶯歌區建國路１７６號１樓,02,26701128
新北市,三峽區,5931090037,進安大藥局,新北市三峽區民生街174號,02,26711125
新北市,三峽區,5931090117,大和藥局,新北市三峽區民生街１５０號,02,26711010
新北市,三峽區,5931090180,人來安藥局,新北市三峽區文化路２６６－５號,02,26721199
新北市,三峽區,5931090279,勝全藥局,新北市三峽區大同路２７之１號１樓,02,26736186
新北市,三峽區,5931091374,全球藥師藥局,新北市三峽區文化路９５號,02,26748128
新北市,三峽區,5931091427,康美藥局,新北市三峽區民生街７９號２樓,02,26745526
新北市,三峽區,5931091454,致安藥師藥局,新北市三峽區中華路１７號１樓,02,26743418
新北市,三峽區,5931091481,盛加藥局,新北市三峽區民生街４９號,02,26739797
新北市,三峽區,5931091570,三恩藥局,新北市三峽區復興路４５１號１樓,02,86711914
新北市,三峽區,5931091605,三峽文化藥局,新北市三峽區文化路２１２－２號,02,26710825
新北市,三峽區,5931091623,兆康藥局,新北市三峽區中華路２２號１樓,02,26717875
新北市,三峽區,5931091641,北大藥局,新北市三峽區大義路９號１、２樓,02,26738535
新北市,三峽區,5931091678,如音藥局,新北市三峽區文化路２６６－１號１樓,02,26732119
新北市,三峽區,5931091696,祥祐藥局,新北市三峽區文化路１２５號１樓,02,26738080
新北市,三峽區,5931091712,誠祐藥局,新北市三峽區光明路２２號１樓,02,26746211
新北市,三峽區,5931091810,誠美藥局,新北市三峽區復興路１０６號１樓,02,26718131
新北市,三峽區,5931091829,有新藥局,新北市三峽區學勤路１８號１樓,02,26710769
新北市,三峽區,5931091856,大家好學成藥局,新北市三峽區大學路８７號１樓,02,26741538
新北市,三峽區,5931091865,大新藥局,新北市三峽區大義路２５９號１樓,02,86713204
新北市,三峽區,5931091874,盛台藥局,新北市三峽區大學路１０８號１、２樓,02,26722730
新北市,三峽區,5931091892,三峽藥局,新北市三峽區介壽路１段２７號１樓,02,26738868
新北市,三峽區,5931091909,盛禾藥局,新北市三峽區中山路２４３號１樓,02,26733567
新北市,三峽區,5931091945,弘宇藥局,新北市三峽區國際一街５號１樓,02,26717108
新北市,三峽區,5931091972,三峽大昌藥局,新北市三峽區民生街５６號１樓,02,26711560
新北市,三峽區,5931091981,悅兒藥局,新北市三峽區學成路３２９號１樓,02,86741633
新北市,三峽區,5931091990,欣美大藥局,新北市三峽區大同路５２號１樓,02,86712269
新北市,三峽區,5931092004,大家好藥藥局,新北市三峽區大德路１２７號１樓,02,26747022
新北市,三峽區,5931092022,瑞達美藥局,新北市三峽區民權街１８０號１樓,02,86741627
新北市,三峽區,5931092059,三峽啄木鳥藥局,新北市三峽區中正路１段１４１號１樓,02,26744321
新北市,三峽區,5931092068,益銘藥師藥局,新北市三峽區大德路１８１號１樓,02,26723662
新北市,三峽區,5931092077,立雅藥局,新北市三峽區文化路８４號（１樓、２樓）,02,26712601
新北市,三峽區,5931092095,禾雅藥局,新北市三峽區文化路１３０號（１樓）,02,26718621
新北市,三峽區,5931092102,升威藥局,新北市三峽區文化路２３號１樓,02,26731120
新北市,淡水區,5931100047,松和大藥局,新北市淡水區英專路９２號,02,26203698
新北市,淡水區,5931100074,邱藥局,新北市淡水區中山路２７號,02,26214255
新北市,淡水區,5931100092,上全藥局,新北市淡水區民族路３６號,02,28098022
新北市,淡水區,5931100154,尚運藥局,新北市淡水區學府路５１巷１弄２０號,02,26225149
新北市,淡水區,5931100163,昇運藥局,新北市淡水區中山路１５７－１號,02,26222083
新北市,淡水區,5931100270,千代田藥局,新北市淡水區學府路１９號１樓,02,26223185
新北市,淡水區,5931100305,璉恩藥局,新北市淡水區北新路１３１、１３３號,02,26298454
新北市,淡水區,5931101419,淡水聯合藥局,新北市淡水區英專路９４號２樓,02,86317699
新北市,淡水區,5931101455,日揚藥局,新北市淡水區民族路３０巷５號,02,26242059
新北市,淡水區,5931101464,伯聯藥局,新北市淡水區清水街９－１０號１樓,02,26255847
新北市,淡水區,5931101599,聖元社區藥局,新北市淡水區北新路１１７－３號１樓,02,26263227
新北市,淡水區,5931101615,大忠聯合藥局,新北市淡水區大忠街１１３巷３１號１樓,02,26200021
新北市,淡水區,5931101624,北新藥局,新北市淡水區北新路１８２巷６３號,02,26293205
新北市,淡水區,5931101633,吉利安健保藥師藥局,新北市淡水區中山北路１段１００號１樓,02,26295693
新北市,淡水區,5931101642,吳光祥藥局,新北市淡水區中山路１０４號,02,26213020
新北市,淡水區,5931101651,天文大藥局,新北市淡水區新春街１３６號,02,86312050
新北市,淡水區,5931101704,聖天藥局,新北市淡水區重建街２１８號,02,26215677
新北市,淡水區,5931101786,護鄰藥局,新北市淡水區油車里淡海路４７號,070,10009047
新北市,淡水區,5931101919,優德仕藥局,淡水區新市一路３段１０３號,02,26236573
新北市,淡水區,5931101937,文川藥局,新北市淡水區中山北路１段９３號１樓,02,86319033
新北市,淡水區,5931101955,伯宇藥局,新北市淡水區新春街１０３號－８,02,26236006
新北市,淡水區,5931101973,良順藥局,新北市淡水區中山北路１段２４號１樓,02,26218111
新北市,淡水區,5931101991,淡水春天生活藥局,新北市淡水區中山北路１段４９號,02,26257059
新北市,淡水區,5931102014,池慶藥局,新北市淡水區中山北路２段５號１樓,02,26238852
新北市,淡水區,5931102078,躍獅竹圍藥局,新北市淡水區民生路４６號,02,28090565
新北市,淡水區,5931102087,匯民藥局,新北市淡水區中山北路１段１０１號２樓,02,26202620
新北市,淡水區,5931102096,池佑藥局,新北市淡水區民族路４６號,02,88093531
新北市,淡水區,5931102103,四季寶健保藥局,新北市淡水區新市一路３段１１７－１號（含夾層）,02,26283199
新北市,淡水區,5931102121,淡海藥師藥局,新北市淡水區淡海路８５號,02,28052668
新北市,淡水區,5931102167,天康大藥局,新北市淡水區學府路４９號１樓,02,26206517
新北市,淡水區,5931102176,淡水健康人生藥局,新北市淡水區清水街９－２號１樓,02,26269679
新北市,淡水區,5931102229,貝比爾藥局,新北市淡水區中山北路１段１７１號１樓,02,26261577
新北市,淡水區,5931102265,佳藥長照藥局,新北市淡水區學府路７５號１樓,02,26211321
新北市,淡水區,5931102274,淡水藥局,新北市淡水區中山路１２７號１、２樓,02,86313663
新北市,淡水區,5931102292,佑全淡水淡金藥局,新北市淡水區淡金路５５號、５７號１樓,02,26228040
新北市,淡水區,5931102309,憲立藥局,新北市淡水區自強路２９５號１樓,02,28092212
新北市,淡水區,5931102318,躍獅學府藥局,新北市淡水區學府路７７號（１樓）,02,26295603
新北市,汐止區,5931110025,巧能藥局,新北市汐止區福德一路２０９號１樓,02,26942858
新北市,汐止區,5931110034,麒豐藥局,新北市汐止區樟樹一路１３５巷２號,02,26434737
新北市,汐止區,5931110070,德昌藥局,新北市汐止區中興路４號,02,26423382
新北市,汐止區,5931110212,穎安中西大藥局,新北市汐止區樟樹一路１３５巷１３號,02,26412348
新北市,汐止區,5931110258,春德堂藥局,新北市汐止區新台五路１段２２０號,02,26422048
新北市,汐止區,5931111540,再興藥局,新北市汐止區茄苳路３７號,02,86478860
新北市,汐止區,5931111568,湖前中西藥局,新北市汐止區湖前街４５號１樓,02,26925850
新北市,汐止區,5931111586,品康藥局,新北市汐止區湖前街４７號１樓,02,26954441
新北市,汐止區,5931111602,汐止中西大藥局,新北市汐止區中正路４號,02,26411746
新北市,汐止區,5931111611,向日葵藥局,新北市汐止區大同路２段３６８號１樓,02,26488877
新北市,汐止區,5931111719,青苗藥局,新北市汐止區忠孝東路２４２號１樓,02,26413666
新北市,汐止區,5931111737,廣誠藥師藥局,新北市汐止區建成路２２號１樓,02,86916091
新北市,汐止區,5931111755,幸福藥局,新北市汐止區大同路２段３３２號１．２樓,02,26490127
新北市,汐止區,5931111773,江北藥局,新北市汐止區汐萬路１段３３號,02,26918870
新北市,汐止區,5931111835,全家藥局,新北市汐止區明峰街１４３號１樓,02,26954990
新北市,汐止區,5931111844,福恩藥師大藥局,新北市汐止區福德二路１７１之１號１樓,02,26940835
新北市,汐止區,5931111915,康元中西綜合藥局,新北市汐止區大同路２段２１９號,02,86923648
新北市,汐止區,5931111951,我家藥局,新北市汐止區中正路２９號,02,86910840
新北市,汐止區,5931111988,滿益藥局,新北市汐止區仁愛路１３０號,02,86421562
新北市,汐止區,5931112047,吉安康健保藥師藥局,新北市汐止區宜興街１１號１樓,02,26405881
新北市,汐止區,5931112083,裕和藥局,新北市汐止區宜興街４號１樓,02,26609119
新北市,汐止區,5931112136,汐芷藥局,新北市汐止區福德一路２５５號,02,26924087
新北市,汐止區,5931112145,汐止健康人生藥局,新北市汐止區忠孝東路２６９號,02,86421820
新北市,汐止區,5931112181,青山藥局,新北市汐止區莊敬街１２７號１樓,02,26907959
新北市,汐止區,5931112225,杏恩健保藥局,新北市汐止區仁愛路１８９號,02,26435728
新北市,汐止區,5931112234,安泰藥局,新北市汐止區連興街１１４號１樓,02,26488486
新北市,汐止區,5931112270,汐心藥局,新北市汐止區福德一路１５０號,02,86932859
新北市,汐止區,5931112314,杏光藥局,新北市汐止區建成路５９巷１９號１樓,02,26411340
新北市,汐止區,5931112341,躍獅尚揚藥局,新北市汐止區忠孝東路３９９號１樓,02,86483158
新北市,汐止區,5931112369,汐止立欣藥局,新北市汐止區汐萬路二段２４９號１樓,02,26464546
新北市,汐止區,5931112378,翔云大藥局,新北市汐止區祥雲街２號ㄧ１、１樓,02,26463119
新北市,汐止區,5931112430,忠孝藥局,新北市汐止區忠孝東路３２１號１樓,02,86910788
新北市,汐止區,5931112467,建忠藥局,新北市汐止區建成路３７巷１１號１樓,02,26422101
新北市,汐止區,5931112494,長頸鹿藥局,新北市汐止區新台五路１段１７８號１樓,02,26917810
新北市,汐止區,5931112510,汐興藥局,新北市汐止區中興路１１３號１樓、２樓,02,26927733
新北市,汐止區,5931112609,健康晨光藥局,新北市汐止區大同路二段５１６號１樓,02,26433111
新北市,汐止區,5931112636,佳恩藥局,新北市汐止區民族三街７之１號１樓,02,26950714
新北市,汐止區,5931112645,健成藥局,新北市汐止區新興路２０號１樓,02,26428989
新北市,汐止區,5931112690,國升藥局,新北市汐止區建成路５９巷１號１樓,02,26419459
新北市,汐止區,5931112716,福多藥局,新北市汐止區福德二路６０號１樓,02,86933378
新北市,汐止區,5931112789,富康東科藥局,新北市汐止區新台五路１段９６號Ｃ棟１樓Ｃ１５號,02,26969222
新北市,汐止區,5931112798,益嘉藥局,新北市汐止區忠孝東路２４５號１樓,02,86423527
新北市,汐止區,5931112832,安忻藥局,新北市汐止區樟樹一路１２２之１號１樓,02,26487309
新北市,汐止區,5931112850,躍獅大同藥局,新北市汐止區新興路７號１樓,02,26418399
新北市,汐止區,5931112896,永清藥局,新北市汐止區中興路１８１之１號１樓,02,26925037
新北市,汐止區,5931112912,富康藥局,新北市汐止區忠孝東路４５９號１樓,02,86481302
新北市,汐止區,5931112921,明恩藥局,新北市汐止區明峰街１７９之１號１樓,02,26923877
新北市,汐止區,5931112958,快樂藥局汐止店,新北市汐止區福德二路２１５號１樓,02,26931390
新北市,汐止區,5931112976,永康中西綜合藥局,新北市汐止區龍安路１７５號１樓,02,86915580
新北市,汐止區,5931112994,汐止藥局,新北市汐止區福德二路７０號１樓,02,86932587
新北市,汐止區,5931113017,蒲公英藥局,新北市汐止區連興街１２６號１樓,02,26907770
新北市,汐止區,5931113026,車站藥局,新北市汐止區忠孝東路２４７號１樓,02,26919222
新北市,瑞芳區,5931120049,本平藥局,新北市瑞芳區瑞芳街４５號,02,24972167
新北市,瑞芳區,5931120156,瑞聯藥局,新北市瑞芳區明燈路３段１１號,02,24975852
新北市,瑞芳區,5931121224,千泰藥局,新北市瑞芳區中正路６３－１號,02,24966347
新北市,瑞芳區,5931121242,崇德藥局,新北市瑞芳區明燈路３段３９－１１號１樓,02,24976051
新北市,瑞芳區,5931121279,大埔藥局,新北市瑞芳區大埔路１２８－３號１樓,02,24587020
新北市,瑞芳區,5931121297,瑞芳東亞大藥局,新北市瑞芳區中正路８４號,02,24960179
新北市,瑞芳區,5931121304,揚明藥局,新北市瑞芳區民族街２號１樓,02,24970925
新北市,瑞芳區,5931121377,瑞中藥局,新北市瑞芳區明燈路３段５－１號１樓,02,24977879
